ticker,exchange_suffix,name,sector,isin,euronext_symbol,mic,market_key,market,market_display,euronext_adn,url,source,source_date
ALCAB.PA,.PA,CABASSE,,FR001400DIY6,ALCAB,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALCAF.PA,.PA,CAFOM,,FR0010151589,ALCAF,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALCAT.PA,.PA,CATANA GROUP,,FR0010193052,ALCAT,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALCBI.PA,.PA,CBI,,FR0014007LW0,ALCBI,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALCBX.PA,.PA,CIBOX INTER A CTIV,,FR0000054322,ALCBX,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALCGM.PA,.PA,CEGEDIM,,FR0000053506,ALCGM,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALCIS.PA,.PA,CATERING INTL SCES,,FR0000064446,ALCIS,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALCJ.PA,.PA,CROSSJECT,,FR0011716265,ALCJ,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALCLA.PA,.PA,CLARANOVA,,FR0013426004,ALCLA,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALCLS.PA,.PA,CELLECTIS,,FR0010425595,ALCLS,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALCOF.PA,.PA,COFIDUR,,FR0013257409,ALCOF,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALCOG.PA,.PA,COGRA,,FR0011071570,ALCOG,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALCOI.PA,.PA,COIL,,BE0160342011,ALCOI,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALCOX.PA,.PA,NICOX,,FR0013018124,ALCOX,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALCPA.PA,.PA,MACOMPTA.FR,,FR001400NQB6,ALCPA,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALCPB.PA,.PA,CAPITAL B,,FR0011053636,ALCPB,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALCRB.PA,.PA,CARBIOS,,FR0011648716,ALCRB,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALCUR.PA,.PA,ARCURE,,FR0013398997,ALCUR,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALCWE.PA,.PA,CHARWOOD ENERGY,,FR001400AJ60,ALCWE,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALDAR.PA,.PA,DAMARTEX,,FR0000185423,ALDAR,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALDBL.PA,.PA,BERNARD LOISEAU,,FR0000066961,ALDBL,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALDBT.PA,.PA,DBT,,FR001400LO86,ALDBT,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALDEL.PA,.PA,DELFINGEN,,FR0000054132,ALDEL,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALDEV.PA,.PA,DEVERNOIS,,FR0000060840,ALDEV,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALDLS.PA,.PA,D.L.S.I.,,FR0010404368,ALDLS,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALDLT.PA,.PA,DELTA PLUS GROUP,,FR0013283108,ALDLT,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALDMS.PA,.PA,DIAGNOSTIC MEDICAL,,FR0012202497,ALDMS,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALDNE.PA,.PA,DONTNOD,,FR0013331212,ALDNE,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALDNX.PA,.PA,DNXCORP,,FR0010436584,ALDNX,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALDOL.PA,.PA,DOLFINES,,FR001400SP13,ALDOL,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALDRV.PA,.PA,DRONE VOLT,,FR001400SVN0,ALDRV,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALDUB.PA,.PA,ENCRES DUBUIT,,FR0004030708,ALDUB,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALDUX.PA,.PA,ADUX,,FR0012821890,ALDUX,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALDV.PA,.PA,ADC SIIC,,BE0974269012,ALDV,XPAR,paris,Euronext Paris,Euronext Paris,,,euronext_current_directory_csv_export,2026-05-10
ALDVI.PA,.PA,ADVICENNE,,FR0013296746,ALDVI,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALEAC.PA,.PA,EDILIZIACROBATICA,,IT0005351504,ALEAC,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALECO.PA,.PA,ECOMIAM,,FR0013534617,ALECO,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALECP.PA,.PA,EUROPACORP,,FR0010490920,ALECP,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALECR.PA,.PA,EUROFINS CEREP,,FR0013256518,ALECR,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALEMG.PA,.PA,LABO EUROMEDIS,,FR0000075343,ALEMG,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALEMS.BR,.BR,European Medical S,,BE0974497290,ALEMS,XBRU,brussels,Euronext Brussels,"Euronext Growth Brussels, Paris",,,euronext_current_directory_csv_export,2026-05-10
ALEMV.PA,.PA,EMOVA GROUP,,FR0013356755,ALEMV,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALENO.PA,.PA,ENOGIA,,FR0014004974,ALENO,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALENT.PA,.PA,ETHERO,,FR0010424697,ALENT,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALEO2.PA,.PA,EO2,,FR0010465534,ALEO2,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALERO.PA,.PA,EUROLAND CORPORATE,,FR0010157115,ALERO,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALERS.PA,.PA,EUROBIO-SCIENTIFIC,,FR0013240934,ALERS,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALESA.OL,.OL,ECOSLOPS,,FR0011490648,ALESA,XOSL,oslo,Oslo Børs,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALESE.PA,.PA,ENTECH,,FR0014004362,ALESE,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALETC.PA,.PA,ENERGY SOLAR,,ES0105687000,ALETC,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALEUA.PA,.PA,EURASIA GROUPE,,FR0010844001,ALEUA,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALEUP.PA,.PA,EUROPLASMA,,FR0014011QJ8,ALEUP,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALEXA.PA,.PA,EXACOMPTA CLAIREF.,,FR0000064164,ALEXA,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALEXP.PA,.PA,ONE EXPERIENCE,,FR0013266772,ALEXP,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALFEN.AS,.AS,ALFEN,,NL0012817175,ALFEN,XAMS,amsterdam,Euronext Amsterdam,Euronext Amsterdam,,,euronext_current_directory_csv_export,2026-05-10
ALFLE.PA,.PA,FLEURY MICHON,,FR0000074759,ALFLE,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALFLO.PA,.PA,FLORENTAISE,,FR001400GO75,ALFLO,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALFO.MI,.MI,ALFONSINO,,IT0005466039,ALFO,MTAA,milan,Euronext Milan,Euronext Growth Milan,,,euronext_current_directory_csv_export,2026-05-10
ALFOR.PA,.PA,FORSEE POWER,,FR0014005SB3,ALFOR,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALFPC.PA,.PA,FOUNTAINE PAJOT,,FR0010485268,ALFPC,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALFRE.PA,.PA,FREELANCE.COM,,FR0004187367,ALFRE,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALFUM.PA,.PA,FILL UP MEDIA,,FR001400AEM6,ALFUM,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALGAE.PA,.PA,FERMENTALG,,FR0011271600,ALGAE,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALGEC.PA,.PA,GECI INTL,,FR001400M1R1,ALGEC,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALGEN.PA,.PA,GENOWAY,,FR0004053510,ALGEN,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALGEV.PA,.PA,GEVELOT,,FR0000033888,ALGEV,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALGID.PA,.PA,EGIDE,,FR0000072373,ALGID,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALGIL.PA,.PA,GROUPE GUILLIN,,FR0012819381,ALGIL,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALGIR.PA,.PA,SIGNAUX GIROD,,FR0000060790,ALGIR,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALGLD.PA,.PA,GOLD BY GOLD,,FR0011208693,ALGLD,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALGRO.PA,.PA,GROLLEAU,,FR0014005ZM5,ALGRO,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALGTR.PA,.PA,GROUPE TERA,,FR0013429404,ALGTR,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALHAF.PA,.PA,HAFFNER ENERGY,,FR0014007ND6,ALHAF,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALHEX.PA,.PA,HEXAOM,,FR0004159473,ALHEX,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALHF.PA,.PA,HF COMPANY,,FR0000038531,ALHF,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALHG.PA,.PA,LOUIS HACHETTE,,FR001400TL40,ALHG,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALHGO.PA,.PA,HAMILTON GLOBAL OP,,GB00BMDXQ672,ALHGO,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALHGR.PA,.PA,HOFFMANN,,FR0013451044,ALHGR,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALHIT.PA,.PA,HITECHPROS,,FR0010396309,ALHIT,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALHOP.PA,.PA,HOPSCOTCH GROUPE,,FR0000065278,ALHOP,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALHPI.PA,.PA,HOPIUM,,FR0014010QE1,ALHPI,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALHRG.PA,.PA,HERIGE,,FR0000066540,ALHRG,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALHRS.PA,.PA,HYDROGEN REFUELING,,FR0014001PM5,ALHRS,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALHUN.PA,.PA,HUNYVERS,,FR0014007LQ2,ALHUN,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALHYP.PA,.PA,HIPAY GROUP,,FR0012821916,ALHYP,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALI2S.PA,.PA,I2S,,FR0005854700,ALI2S,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALIBR.PA,.PA,CALIBRE,,FR0014004QR6,ALIBR,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALICA.PA,.PA,ICAPE HOLDING,,FR001400A3Q3,ALICA,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALIE.PA,.PA,SIPARIO MOVIES,,IT0005380602,ALIE,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALIEV.PA,.PA,IEVA GROUP,,FR0014015ND9,ALIEV,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALIKO.PA,.PA,IKONISYS,,FR00140048X2,ALIKO,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALIMO.PA,.PA,GROUPIMO,,FR0014000RP6,ALIMO,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALIMP.PA,.PA,IMPLANET,,FR0013470168,ALIMP,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALIMR.PA,.PA,IMMERSION,,FR0013060100,ALIMR,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALINN.PA,.PA,INNELEC MULTIMEDIA,,FR0000064297,ALINN,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALINS.PA,.PA,INTRASENSE,,FR0011179886,ALINS,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALINT.PA,.PA,INTEGRAGEN,,FR0010908723,ALINT,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALINV.PA,.PA,INVIBES ADVERTSING,,BE0974299316,ALINV,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALISP.PA,.PA,ISPD,,ES0109429037,ALISP,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALITL.PA,.PA,IT LINK,,FR0000072597,ALITL,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALJXR.PA,.PA,ARCHOS,,FR001400KO61,ALJXR,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALKAL.PA,.PA,KALRAY,,FR0010722819,ALKAL,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALKEY.PA,.PA,KEYRUS,,FR0004029411,ALKEY,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALKKO.PA,.PA,KKO INTERNATIONAL,,FR0013374667,ALKKO,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALKLA.PA,.PA,KLARSEN,,FR0011038348,ALKLA,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALKLH.PA,.PA,KLEA HOLDING,,FR0013481835,ALKLH,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALKLK.PA,.PA,KERLINK,,FR0013156007,ALKLK,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALKLN.PA,.PA,KALEON,,IT0005678104,ALKLN,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALKOM.PA,.PA,KOMPUESTOS,,ES0105425005,ALKOM,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALLAN.PA,.PA,LANSON-BCC,,FR0004027068,ALLAN,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALLDL.PA,.PA,GROUPE LDLC,,FR0000075442,ALLDL,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALLEX.PA,.PA,LEXIBOOK LINGUIST.,,FR0000033599,ALLEX,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALLFG.AS,.AS,ALLFUNDS GROUP,,GB00BNTJ3546,ALLFG,XAMS,amsterdam,Euronext Amsterdam,Euronext Amsterdam,,,euronext_current_directory_csv_export,2026-05-10
ALLGO.PA,.PA,LARGO,,FR0013308582,ALLGO,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALLHB.PA,.PA,LES HOTELS BAVEREZ,,FR0007080254,ALLHB,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALLIX.PA,.PA,WALLIX,,FR0010131409,ALLIX,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALLLN.PA,.PA,LLEIDA,,ES0105089009,ALLLN,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALLOG.PA,.PA,LOGIC INSTRUMENT,,FR0000044943,ALLOG,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALLPL.PA,.PA,LEPERMISLIBRE,,FR001400F2Z1,ALLPL,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALLUX.PA,.PA,INSTALLUX,,FR0000060451,ALLUX,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALMAR.PA,.PA,MARE NOSTRUM,,FR0013400835,ALMAR,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALMAS.PA,.PA,MASTRAD,,FR0004155687,ALMAS,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALMCE.PA,.PA,MON COURTIER ENERG,,FR001400H3A0,ALMCE,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALMDG.PA,.PA,MGI DIGITAL GRAPHI,,FR0010353888,ALMDG,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALMDT.PA,.PA,MEDIANTECHNOLOGIES,,FR0011049824,ALMDT,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALMER.PA,.PA,SAPMER,,FR0010776617,ALMER,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALMET.PA,.PA,METHANOR,,FR0011217710,ALMET,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALMEX.PA,.PA,MEXEDIA,,IT0005450819,ALMEX,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALMGI.PA,.PA,MG INTERNATIONAL,,FR0010204453,ALMGI,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALMIB.PA,.PA,AMOEBA,,FR0011051598,ALMIB,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALMIN.PA,.PA,MINT,,FR0004172450,ALMIN,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALMKS.PA,.PA,MAKING SCIENCE,,ES0105463006,ALMKS,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALMKT.PA,.PA,MAUNA KEA TECH,,FR0010609263,ALMKT,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALMLB.PA,.PA,MILIBOO,,FR0013053535,ALMLB,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALMOU.PA,.PA,MOULINVEST,,FR0011033083,ALMOU,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALMRB.PA,.PA,MR BRICOLAGE,,FR0004034320,ALMRB,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALMUN.PA,.PA,MUNIC,,FR0013462231,ALMUN,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALNEV.PA,.PA,NEOVACS,,FR0014010856,ALNEV,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALNFL.PA,.PA,NFL BIOSCIENCES,,FR0014003XT0,ALNFL,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALNG.OL,.OL,AWILCO LNG,,NO0010607971,ALNG,XOSL,oslo,Oslo Børs,Euronext Expand Oslo,,,euronext_current_directory_csv_export,2026-05-10
ALNLF.PA,.PA,NEOLIFE,,FR0011636083,ALNLF,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALNMG.PA,.PA,NETMEDIA GROUP,,FR001400RF99,ALNMG,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALNMR.PA,.PA,NAMR,,FR0014003J32,ALNMR,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALNN6.PA,.PA,ENENSYS,,FR0013330792,ALNN6,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALNOV.PA,.PA,NOVACYT,,FR0010397232,ALNOV,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALNRG.PA,.PA,ENERGISME,,FR0013399359,ALNRG,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALNSC.PA,.PA,NSC GROUPE,,FR0000064529,ALNSC,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALNSE.PA,.PA,NSE,,FR0004065639,ALNSE,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALNTG.PA,.PA,NETGEM,,FR0004154060,ALNTG,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALNXT.PA,.PA,NEXTEDIA,,FR0004171346,ALNXT,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALO.PA,.PA,ALSTOM,,FR0010220475,ALO,XPAR,paris,Euronext Paris,Euronext Paris,,,euronext_current_directory_csv_export,2026-05-10
ALODC.PA,.PA,OMER-DECUGIS & CIE,,FR0014003T71,ALODC,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALODY.PA,.PA,ODYSSEE TECHNO,,FR001400U4P9,ALODY,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALOKW.PA,.PA,GROUPE OKWIND,,FR0013439627,ALOKW,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALOPM.PA,.PA,ONCODESIGN PM,,FR001400CM63,ALOPM,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALORA.PA,.PA,ALTHEORA,,FR0000061244,ALORA,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALORD.PA,.PA,ORDISSIMO,,FR0013318052,ALORD,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALPAS.PA,.PA,PASSAT,,FR0000038465,ALPAS,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALPAT.PA,.PA,PLANT ADVANCED,,FR0010785790,ALPAT,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALPAU.PA,.PA,PAULIC MEUNERIE,,FR0013479730,ALPAU,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
ALPDX.PA,.PA,PISCINES DESJOYAUX,,FR0000061608,ALPDX,XPAR,paris,Euronext Paris,Euronext Growth Paris,,,euronext_current_directory_csv_export,2026-05-10
